AR;Cidade;Código do Hawb;Data de Postagem;Data de Recebimento;Dias em transferência;Data Pre-Entrega(Lista);data SLA;Data Tentativa 1;Data do Último Status;Franquia Atual;Franquia de Destino;Franquia de Origem;Motivo de Devolução;Produto;Tipo de Baixa;Transfer;Transfer Esporádico;UF;Último Status
1328291414130-01;Almirante Tamandaré;5316345406;05/05/2023 17:33;09/05/2023 06:26;3;09/05/2023 09:58;12/05/2023 23:59;09/05/2023 18:47;10/05/2023 13:18;ZPR;ZPR;SEI;;Standard;EWX;1689309;;PR;Em procedimento de retorno
1328221413972-01;Camboriú;5316345440;02/05/2023 13:34;04/05/2023 10:00;3;05/05/2023 11:08;09/05/2023 23:59;05/05/2023 14:38;06/05/2023 14:40;BAL;BAL;SEI;;Standard;EWX;1684029;;SC;Em procedimento de retorno
1328221413968-01;Jundiaí;5316345451;02/05/2023 13:34;04/05/2023 00:51;3;04/05/2023 08:29;09/05/2023 23:59;04/05/2023 12:46;05/05/2023 12:23;JUB;JUB;SEI;;Standard;EWX;1685930;;SP;Em procedimento de retorno
1328211413942-01;Brasília;5316345462;02/05/2023 13:35;04/05/2023 19:26;3;05/05/2023 12:37;09/05/2023 23:59;05/05/2023 14:47;09/05/2023 16:28;BRA;BRA;SEI;;Standard;EWX;1695855;;DF;Em procedimento de retorno
1329181414817-01;Taboão da Serra;5322474389;03/05/2023 16:53;05/05/2023 06:21;3;05/05/2023 17:05;10/05/2023 23:59;05/05/2023 19:49;08/05/2023 09:30;EDA;EDA;SEI;;Standard;EWX;1684131;;SP;Em procedimento de retorno
1329201414857-01;Barueri;5322573267;03/05/2023 16:50;05/05/2023 06:17;3;05/05/2023 11:18;10/05/2023 23:59;05/05/2023 12:19;15/05/2023 12:10;BRI;BRI;SEI;;Standard;EWX;1681325;;SP;Em procedimento de retorno
1329411415044-01;São Paulo;5326908439;08/05/2023 15:51;10/05/2023 06:52;3;10/05/2023 17:09;15/05/2023 23:59;10/05/2023 19:14;11/05/2023 15:25;ZNL;ZNL;SEI;;Standard;EWX;1697485;;SP;Em procedimento de retorno
1329041414734-01;Uberaba;5326908495;05/05/2023 17:39;09/05/2023 08:20;3;10/05/2023 13:23;12/05/2023 23:59;10/05/2023 17:39;11/05/2023 17:19;UBB;UBB;SEI;;Standard;EWX;1684473;;MG;Em procedimento de retorno
1329751415450-01;Maringá;5330687069;05/05/2023 17:35;09/05/2023 12:40;3;11/05/2023 12:15;12/05/2023 23:59;11/05/2023 18:27;12/05/2023 14:54;EOS;EOS;SEI;;Standard;EWX;1684150;;PR;Em procedimento de retorno
1329751415447-01;São Paulo;5330687070;08/05/2023 15:52;10/05/2023 05:56;3;10/05/2023 12:32;15/05/2023 23:59;10/05/2023 17:07;11/05/2023 10:22;STG;STG;SEI;;Standard;EWX;1690310;;SP;Em procedimento de retorno
1329651415312-01;São Paulo;5330687172;08/05/2023 15:50;10/05/2023 05:14;3;11/05/2023 15:41;15/05/2023 23:59;10/05/2023 18:28;13/05/2023 10:55;DHM;DHM;SEI;;Standard;EWX;1686789;;SP;Em procedimento de retorno
1329721415412-01;Botucatu;5331381744;10/05/2023 16:22;13/05/2023 06:40;3;15/05/2023 12:14;17/05/2023 23:59;16/05/2023 08:43;21/05/2023 23:37;BOT;BOT;SEI;;Standard;EWX;1690777;;SP;Ciclo Operacional Encerrado
1329671415343-01;Pedro Leopoldo;5331382305;10/05/2023 16:22;13/05/2023 09:54;3;15/05/2023 11:30;17/05/2023 23:59;15/05/2023 08:34;21/05/2023 23:37;RRB;RRB;SEI;;Standard;EWX;1691541;;MG;Ciclo Operacional Encerrado
1329511415207-01;Blumenau;5331382327;10/05/2023 16:21;13/05/2023 10:34;3;15/05/2023 13:06;17/05/2023 23:59;16/05/2023 07:47;22/05/2023 15:20;BMU;BMU;SEI;;Standard;EWX;1690734;;SC;Ciclo Operacional Encerrado
1329481415165-01;São Paulo;5331382338;10/05/2023 16:22;13/05/2023 06:08;3;15/05/2023 14:38;17/05/2023 23:59;15/05/2023 18:00;15/05/2023 18:38;DHM;DHM;SEI;;Standard;EWX;1691375;;SP;Em procedimento de retorno
5376422597;Joinville;5337144801;08/05/2023 15:42;10/05/2023 13:42;3;;15/05/2023 23:59;11/05/2023 15:39;19/05/2023 11:09;JVL;JVL;SEI;Destinatário Ausente;Standard;DWR;1685791;;SC;Ciclo Operacional Encerrado
1330481416072-01;Cotia;5337144812;08/05/2023 15:49;10/05/2023 07:16;3;10/05/2023 11:33;15/05/2023 23:59;10/05/2023 19:04;15/05/2023 15:31;WSC;WSC;SEI;;Standard;EWX;1686791;;SP;Em procedimento de retorno
1330431416004-01;Anápolis;5337144834;09/05/2023 15:51;11/05/2023 15:27;3;12/05/2023 12:04;16/05/2023 23:59;12/05/2023 18:10;15/05/2023 19:58;API;API;SEI;;Standard;EWX;1694112;;GO;Em procedimento de retorno
1330421415998-01;Goiânia;5337144845;08/05/2023 15:47;10/05/2023 16:38;3;11/05/2023 12:55;15/05/2023 23:59;11/05/2023 19:24;15/05/2023 20:32;FSL;FSL;SEI;;Standard;EWX;1685946;;GO;Em procedimento de retorno
1330401415971-01;Blumenau;5337144890;08/05/2023 15:48;10/05/2023 13:53;3;11/05/2023 10:56;15/05/2023 23:59;11/05/2023 16:19;13/05/2023 10:15;BMU;BMU;SEI;;Standard;EWX;1686312;;SC;Em procedimento de retorno
1330251415917-01;Curitiba;5337144936;09/05/2023 15:52;11/05/2023 06:09;3;11/05/2023 11:03;16/05/2023 23:59;11/05/2023 12:59;12/05/2023 11:45;ZUC;ZUC;SEI;;Standard;EWX;1694791;;PR;Em procedimento de retorno
1330251415911-01;São Paulo;5337144947;08/05/2023 15:47;10/05/2023 09:46;3;11/05/2023 13:19;15/05/2023 23:59;11/05/2023 15:23;16/05/2023 00:16;OSC;OSC;SEI;;Standard;EWX;1696383;;SP;Em procedimento de retorno
1330181415859-01;Carapicuíba;5337144958;08/05/2023 15:48;10/05/2023 06:16;3;10/05/2023 12:39;15/05/2023 23:59;10/05/2023 17:05;15/05/2023 10:51;BRI;BRI;SEI;;Standard;EWX;1696567;;SP;Em procedimento de retorno
1329991415727-01;São Paulo;5337144992;08/05/2023 15:49;10/05/2023 08:19;3;10/05/2023 18:38;15/05/2023 23:59;10/05/2023 21:53;11/05/2023 18:19;BDL;BDL;SEI;;Standard;EWX;1696287;;SP;Em procedimento de retorno
1329931415604-01;Taboão da Serra;5337145020;08/05/2023 15:51;10/05/2023 07:55;3;10/05/2023 16:44;15/05/2023 23:59;10/05/2023 17:47;13/05/2023 11:59;EDA;EDA;SEI;;Standard;EWX;1695964;;SP;Em procedimento de retorno
1329911415583-01;São Paulo;5337145053;09/05/2023 15:49;11/05/2023 05:40;3;11/05/2023 14:15;16/05/2023 23:59;11/05/2023 19:22;15/05/2023 14:33;TME;TME;SEI;;Standard;EWX;1699554;;SP;Em procedimento de retorno
1330711416281-01;Joinville;5341883219;09/05/2023 15:52;11/05/2023 13:49;3;12/05/2023 08:41;16/05/2023 23:59;12/05/2023 14:09;15/05/2023 10:36;JVL;JVL;SEI;;Standard;EWX;1694089;;SC;Em procedimento de retorno
1330691416271-01;São Paulo;5341883231;16/05/2023 17:42;18/05/2023 06:31;3;18/05/2023 16:06;23/05/2023 23:59;18/05/2023 18:49;19/05/2023 17:01;VMG;VMG;SEI;;Standard;EWX;1702261;;SP;Em procedimento de retorno
1330661416224-01;CURITIBA;5341883297;09/05/2023 15:48;11/05/2023 06:25;3;11/05/2023 11:06;16/05/2023 23:59;11/05/2023 15:57;12/05/2023 11:16;ZUT;ZUT;SEI;;Standard;EWX;1693157;;PR;Em procedimento de retorno
1330611416153-01;Senador Canedo;5341883311;09/05/2023 15:50;11/05/2023 15:07;3;12/05/2023 13:13;16/05/2023 23:59;12/05/2023 20:58;15/05/2023 16:42;VSA;VSA;SEI;;Standard;EWX;1687456;;GO;Em procedimento de retorno
1331041416944-01;São Paulo;5346397436;12/05/2023 17:48;16/05/2023 05:20;3;16/05/2023 16:46;19/05/2023 23:59;16/05/2023 18:46;17/05/2023 15:13;DHM;DHM;SEI;;Standard;EWX;1691097;;SP;Em procedimento de retorno
5382845826;Uberaba;5346397505;11/05/2023 17:15;15/05/2023 14:35;3;;18/05/2023 23:59;16/05/2023 18:15;22/05/2023 14:41;UBB;UBB;SEI;Destinatário Ausente;Standard;DWR;1690742;;MG;Ciclo Operacional Encerrado
1330941416507-01;Anápolis;5346559378;11/05/2023 17:17;15/05/2023 14:18;3;16/05/2023 15:57;18/05/2023 23:59;16/05/2023 16:46;21/05/2023 23:37;API;API;SEI;;Standard;EWX;1690764;;GO;Ciclo Operacional Encerrado
1330921416480-01;Brasília;5346559414;11/05/2023 17:16;15/05/2023 09:15;3;15/05/2023 11:59;18/05/2023 23:59;16/05/2023 11:02;16/05/2023 15:57;SOL;SOL;SEI;;Standard;EWX;1690668;;DF;Em procedimento de retorno
1330911416472-01;São Paulo;5346559436;15/05/2023 17:01;17/05/2023 05:45;3;17/05/2023 11:55;22/05/2023 23:59;17/05/2023 19:23;22/05/2023 08:54;JCS;JCS;SEI;;Standard;EWX;1695360;;SP;Ciclo Operacional Encerrado
5379853103;Santos;5346559470;15/05/2023 17:17;17/05/2023 07:15;3;;22/05/2023 23:59;;20/05/2023 14:23;SNT;SNT;SEI;Falta Bloco/Apto;Standard;DWR;1695252;;SP;Ciclo Operacional Encerrado
1330881416431-01;Nova Lima;5346559492;11/05/2023 17:13;15/05/2023 07:20;3;15/05/2023 16:20;18/05/2023 23:59;15/05/2023 17:11;22/05/2023 08:54;YMG;YMG;SEI;;Standard;EWX;1691462;;MG;Ciclo Operacional Encerrado
5372666739;Brasília;5346559505;11/05/2023 17:03;15/05/2023 08:33;3;;18/05/2023 23:59;16/05/2023 10:52;18/05/2023 11:45;SOL;SOL;SEI;Falta o Bairro/Lote/Quadra;Standard;DWR;1690668;;DF;Ciclo Operacional Encerrado
5372666740;Brasília;5346559516;11/05/2023 17:14;15/05/2023 08:33;3;;18/05/2023 23:59;16/05/2023 10:52;18/05/2023 11:45;SOL;SOL;SEI;Falta o Bairro/Lote/Quadra;Standard;DWR;1690668;;DF;Ciclo Operacional Encerrado
1330981416621-01;Brasília;5346559936;11/05/2023 17:17;15/05/2023 08:33;3;15/05/2023 17:08;18/05/2023 23:59;16/05/2023 10:52;16/05/2023 15:57;SOL;SOL;SEI;;Standard;EWX;1690668;;DF;Em procedimento de retorno
1330981416557-01;Marília;5346559992;11/05/2023 17:19;15/05/2023 12:30;3;15/05/2023 17:59;18/05/2023 23:59;16/05/2023 10:08;16/05/2023 10:08;MEX;MEX;SEI;;Standard;EWX;1690673;;SP;Entrega registrada
1331091417155-01;Guarujá;5350067781;15/05/2023 17:11;17/05/2023 12:11;3;18/05/2023 10:10;22/05/2023 23:59;18/05/2023 17:22;22/05/2023 10:33;GUJ;GUJ;SEI;;Standard;EWX;1695306;;SP;Ciclo Operacional Encerrado
1331221418245-01;Barra Velha;5350227412;12/05/2023 17:50;16/05/2023 12:34;3;18/05/2023 13:41;19/05/2023 23:59;18/05/2023 19:31;18/05/2023 20:45;NAV;NAV;SEI;;Standard;EWX;1701692;;SC;Em procedimento de retorno
1331211418138-01;São Paulo;5350227514;12/05/2023 17:56;16/05/2023 06:54;3;16/05/2023 09:36;19/05/2023 23:59;16/05/2023 18:32;21/05/2023 23:37;CPD;CPD;SEI;;Standard;EWX;1693782;;SP;Ciclo Operacional Encerrado
1331201418071-01;São Paulo;5350227547;12/05/2023 17:47;16/05/2023 07:57;3;16/05/2023 16:28;19/05/2023 23:59;16/05/2023 18:00;17/05/2023 14:30;MAR;MAR;SEI;;Standard;EWX;1703073;;SP;Em procedimento de retorno
1331131417599-01;Varginha;5350228346;12/05/2023 17:49;16/05/2023 08:05;3;17/05/2023 09:21;19/05/2023 23:59;17/05/2023 15:17;18/05/2023 13:40;VGA;VGA;SEI;;Standard;EWX;1693014;;MG;Em procedimento de retorno
1331121417500-01;São Paulo;5350228391;12/05/2023 17:51;16/05/2023 08:34;3;16/05/2023 16:14;19/05/2023 23:59;16/05/2023 16:42;17/05/2023 16:00;OSC;OSC;SEI;;Standard;EWX;1696340;;SP;Em procedimento de retorno
1331121417487-01;Taboão da Serra;5350228415;12/05/2023 17:56;16/05/2023 07:51;3;16/05/2023 18:29;19/05/2023 23:59;16/05/2023 19:27;22/05/2023 10:49;EDA;EDA;SEI;;Standard;EWX;1693787;;SP;Ciclo Operacional Encerrado
1331111417418-01;Belo Horizonte;5350228459;12/05/2023 17:51;16/05/2023 07:15;3;16/05/2023 18:00;19/05/2023 23:59;16/05/2023 22:43;17/05/2023 18:16;ROB;ROB;SEI;;Standard;EWX;1699091;;MG;Em procedimento de retorno
1331101417366-01;São Paulo;5350228482;15/05/2023 16:57;17/05/2023 08:25;3;22/05/2023 18:00;22/05/2023 23:59;19/05/2023 12:07;22/05/2023 18:06;OSC;OSC;SEI;;Standard;EWX;1695384;;SP;Ciclo Operacional Encerrado
1331431418862-01;São Paulo;5353676984;15/05/2023 17:01;17/05/2023 06:52;3;17/05/2023 15:44;22/05/2023 23:59;17/05/2023 16:25;19/05/2023 10:51;STG;STG;SEI;;Standard;EWX;1695347;;SP;Em procedimento de retorno
1331401418708-01;São Paulo;5353677089;15/05/2023 17:10;17/05/2023 07:53;3;17/05/2023 08:00;22/05/2023 23:59;17/05/2023 18:58;18/05/2023 15:54;MAR;MAR;SEI;;Standard;EWX;1703073;;SP;Em procedimento de retorno
1331401418697-01;UBERLANDIA;5353677090;12/05/2023 17:56;16/05/2023 14:07;3;17/05/2023 13:34;19/05/2023 23:59;17/05/2023 15:28;18/05/2023 11:49;UBL;UBL;SEI;;Standard;EWX;1693007;;MG;Em procedimento de retorno
1331401418695-01;Biritiba-Mirim;5353677103;15/05/2023 17:15;17/05/2023 07:45;3;18/05/2023 14:35;22/05/2023 23:59;18/05/2023 15:11;19/05/2023 16:23;ARJ;ARJ;SEI;;Standard;EWX;1699422;;SP;Em procedimento de retorno
1331371418604-01;Santo André;5353677170;15/05/2023 17:04;17/05/2023 05:59;3;17/05/2023 10:10;22/05/2023 23:59;18/05/2023 08:31;18/05/2023 10:30;RBP;RBP;SEI;;Standard;EWX;1697577;;SP;Em procedimento de retorno
1331371418593-01;São Paulo;5353677192;15/05/2023 17:28;17/05/2023 05:21;3;17/05/2023 14:50;22/05/2023 23:59;17/05/2023 17:26;20/05/2023 10:38;CRM;CRM;SEI;;Standard;EWX;1701372;;SP;Em procedimento de retorno
1331251418288-01;São Paulo;5353677341;15/05/2023 17:17;17/05/2023 06:04;3;17/05/2023 12:03;22/05/2023 23:59;17/05/2023 14:51;18/05/2023 11:22;INT;INT;SEI;;Standard;EWX;1698096;;SP;Em procedimento de retorno
1331571419076-01;Santos;5356972394;15/05/2023 17:22;17/05/2023 07:09;3;17/05/2023 12:45;22/05/2023 23:59;17/05/2023 16:12;17/05/2023 18:13;SNT;SNT;SEI;;Standard;EWX;1699190;;SP;Em procedimento de retorno
1331571419068-01;São Paulo;5356972418;15/05/2023 17:18;17/05/2023 07:53;3;17/05/2023 12:08;22/05/2023 23:59;17/05/2023 16:44;18/05/2023 15:54;MAR;MAR;SEI;;Standard;EWX;1703073;;SP;Em procedimento de retorno
1331741419661-01;São Paulo;5356989673;15/05/2023 17:10;17/05/2023 07:08;3;17/05/2023 12:27;22/05/2023 23:59;17/05/2023 16:33;19/05/2023 13:52;MIL;MIL;SEI;;Standard;EWX;1695344;;SP;Em procedimento de retorno
1331721419642-01;Nova Friburgo;5356989684;15/05/2023 17:16;17/05/2023 11:41;3;17/05/2023 13:25;22/05/2023 23:59;18/05/2023 11:06;18/05/2023 13:02;NFR;NFR;SEI;;Standard;EWX;1693868;;RJ;Em procedimento de retorno
1331681419551-01;São Paulo;5356989708;15/05/2023 17:09;17/05/2023 07:53;3;17/05/2023 10:58;22/05/2023 23:59;17/05/2023 15:02;18/05/2023 15:54;MAR;MAR;SEI;;Standard;EWX;1703073;;SP;Em procedimento de retorno
1331661419430-01;São Paulo;5356989811;15/05/2023 16:58;17/05/2023 07:35;3;17/05/2023 11:27;22/05/2023 23:59;17/05/2023 17:23;17/05/2023 18:55;BDL;BDL;SEI;;Standard;EWX;1695332;;SP;Em procedimento de retorno
1331661419376-01;Santana de Parnaíba;5356989833;15/05/2023 17:29;17/05/2023 06:08;3;18/05/2023 16:35;22/05/2023 23:59;17/05/2023 19:08;19/05/2023 15:20;ZNO;ZNO;SEI;;Standard;EWX;1695365;;SP;Em procedimento de retorno
1331641419341-01;São Paulo;5356989855;15/05/2023 17:10;17/05/2023 06:52;3;17/05/2023 12:25;22/05/2023 23:59;17/05/2023 16:11;19/05/2023 10:51;STG;STG;SEI;;Standard;EWX;1695347;;SP;Em procedimento de retorno
5375803290;Barueri;5356989888;15/05/2023 17:25;17/05/2023 06:34;3;;22/05/2023 23:59;17/05/2023 12:33;19/05/2023 07:38;CSO;CSO;SEI;Rua Nao existe;Standard;DWR;1695385;;SP;Ciclo Operacional Encerrado
1332161420719-01;Curitiba;5360013800;16/05/2023 17:45;18/05/2023 06:32;3;18/05/2023 11:45;23/05/2023 23:59;18/05/2023 14:12;19/05/2023 12:59;ZUT;ZUT;SEI;;Standard;EWX;1701972;;PR;Em procedimento de retorno
1332111420607-01;Indaiatuba;5360013877;16/05/2023 17:46;18/05/2023 05:55;3;18/05/2023 10:10;23/05/2023 23:59;18/05/2023 19:03;19/05/2023 19:53;IND;IND;SEI;;Standard;EWX;1696163;;SP;Em procedimento de retorno
1331921420279-01;Vitória;5360013979;19/05/2023 00:01;23/05/2023 07:55;3;;26/05/2023 23:59;;23/05/2023 09:24;VTA;VTA;SEI;;Standard;;1698193;1700123;ES;Entrega em andamento (na rua)
1331911420150-01;São Paulo;5360014314;16/05/2023 17:45;18/05/2023 07:44;3;18/05/2023 11:27;23/05/2023 23:59;18/05/2023 12:47;21/05/2023 23:37;LAP;LAP;SEI;;Standard;EWX;1696928;;SP;Ciclo Operacional Encerrado
1331911420146-01;Vitória;5360014325;19/05/2023 00:01;23/05/2023 07:55;3;;26/05/2023 23:59;;23/05/2023 09:24;VTA;VTA;SEI;;Standard;;1698193;1700123;ES;Entrega em andamento (na rua)
1331901420107-01;Vitória;5360014347;19/05/2023 00:01;23/05/2023 07:55;3;;26/05/2023 23:59;;23/05/2023 10:16;VTA;VTA;SEI;;Standard;;1698193;1700123;ES;Entrega em andamento (na rua)
1331901420091-01;Vitória;5360014358;19/05/2023 00:01;23/05/2023 07:55;3;23/05/2023 10:11;26/05/2023 23:59;;23/05/2023 10:34;VTA;VTA;SEI;;Standard;EWX;1698193;1700123;ES;Entrega registrada via RT
1331861419910-01;Vitória;5360014507;19/05/2023 00:01;23/05/2023 07:55;3;;26/05/2023 23:59;;23/05/2023 09:53;VTA;VTA;SEI;;Standard;;1698193;1700123;ES;Entrega em andamento (na rua)
1331861419906-01;Vitória;5360014518;19/05/2023 00:01;23/05/2023 07:55;3;23/05/2023 10:39;26/05/2023 23:59;;23/05/2023 10:41;VTA;VTA;SEI;;Standard;EWX;1698193;1700123;ES;Entrega registrada via RT
1331851419892-01;Candeias;5360014541;19/05/2023 00:01;23/05/2023 09:05;3;;26/05/2023 23:59;;23/05/2023 10:21;CAN;CAN;SEI;;Standard;;1701720;;BA;Entrega em andamento (na rua)
1331831419804-01;São Paulo;5360014610;16/05/2023 17:43;18/05/2023 05:12;3;19/05/2023 11:37;23/05/2023 23:59;19/05/2023 16:33;20/05/2023 07:18;DHM;DHM;SEI;;Standard;EWX;1696939;;SP;Em procedimento de retorno
1332601421633-01;São Paulo;5368726248;17/05/2023 16:40;19/05/2023 05:54;3;19/05/2023 15:39;24/05/2023 23:59;19/05/2023 18:49;22/05/2023 11:52;ZNL;ZNL;SEI;;Standard;EWX;1698485;;SP;Ciclo Operacional Encerrado
1332591421597-01;São Paulo;5368726260;17/05/2023 16:42;19/05/2023 05:10;3;19/05/2023 13:42;24/05/2023 23:59;19/05/2023 17:12;21/05/2023 23:35;DLD;DLD;SEI;;Standard;EWX;1698533;;SP;Ciclo Operacional Encerrado
1332561421493-01;Muriaé;5368726339;17/05/2023 16:38;20/05/2023 09:42;3;22/05/2023 16:14;24/05/2023 23:59;;22/05/2023 16:18;VCS;VCS;SEI;;Standard;EWX;1698811;;MG;Entrega registrada via RT
1332551421423-01;Belo Horizonte;5368726340;17/05/2023 16:41;20/05/2023 07:40;3;20/05/2023 14:31;24/05/2023 23:59;20/05/2023 15:32;22/05/2023 11:44;ROB;ROB;SEI;;Standard;EWX;1696582;;MG;Ciclo Operacional Encerrado
1332531421377-01;Curitiba;5368726395;17/05/2023 16:42;20/05/2023 07:00;3;20/05/2023 09:49;24/05/2023 23:59;20/05/2023 14:29;22/05/2023 08:21;ZUT;ZUT;SEI;;Standard;EWX;1699324;;PR;Ciclo Operacional Encerrado
1332621421678-01;São Paulo;5368726748;17/05/2023 16:44;19/05/2023 07:47;3;19/05/2023 09:41;24/05/2023 23:59;19/05/2023 17:21;19/05/2023 17:21;HLP;HLP;SEI;;Standard;EWX;1698538;;SP;Entrega registrada
1,3323E+14;ITABERAÍ;5370062519;18/05/2023 00:01;22/05/2023 07:59;3;23/05/2023 10:25;25/05/2023 23:59;;23/05/2023 10:34;IHS;IHS;SEI;;Standard;EWX;1699237;;GO;Entrega registrada via RT
1,33237E+14;CUIABÁ;5370063283;18/05/2023 00:01;22/05/2023 15:00;3;;25/05/2023 23:59;;23/05/2023 07:37;VGR;VGR;SEI;;Standard;;1699937;;MT;Entrega em andamento (na rua)
1,33235E+14;FLORIANÓPOLIS;5370065643;18/05/2023 00:01;22/05/2023 07:51;3;22/05/2023 15:45;25/05/2023 23:59;22/05/2023 17:10;22/05/2023 17:37;FLS;FLS;SEI;;Standard;EWX;1699180;;SC;Ciclo Operacional Encerrado
1,33231E+14;BRASÍLIA;5370073414;18/05/2023 00:01;22/05/2023 07:53;3;;25/05/2023 23:59;22/05/2023 18:43;22/05/2023 18:43;BIA;BIA;SEI;;Standard;;1699158;;DF;Programado Nova Tentativa
1,33231E+14;PORTO ALEGRE;5370073641;18/05/2023 00:01;22/05/2023 07:31;3;22/05/2023 14:38;25/05/2023 23:59;23/05/2023 09:09;23/05/2023 09:09;POA;POA;SEI;;Standard;EWX;1701034;;RS;Entrega registrada
1332831422053-01;Balneário Camboriú;5372592916;19/05/2023 17:31;23/05/2023 09:33;3;;26/05/2023 23:59;;23/05/2023 09:33;BAL;BAL;SEI;;Standard;;1701804;;SC;OBJETO Recebido
1332791421925-01;Paracatu;5372593011;19/05/2023 00:01;23/05/2023 07:35;3;;26/05/2023 23:59;;23/05/2023 09:19;RAT;RAT;SEI;;Standard;;1701212;1700592;MG;Entrega em andamento (na rua)
1332771421871-01;Vitória;5372593022;19/05/2023 00:01;23/05/2023 07:55;3;23/05/2023 09:42;26/05/2023 23:59;;23/05/2023 09:46;VTA;VTA;SEI;;Standard;EWX;1698193;1700123;ES;Entrega registrada via RT
1332811421996-01;Presidente Prudente;5372593179;19/05/2023 00:01;23/05/2023 09:22;3;;26/05/2023 23:59;;23/05/2023 10:24;PSP;PSP;SEI;;Standard;;1701182;;SP;Entrega em andamento (na rua)
5208622876;São Pedro da Aldeia;5185474816;20/03/2023 16:49;21/03/2023 14:55;2;;27/03/2023 23:59;23/03/2023 08:17;27/03/2023 17:44;IGB;IGB;SEI;Desconhecido (Destinatário / Interlocutor);Standard;DWR;1625149;;RJ;Ciclo Operacional Encerrado
1318241405087-01;Nova Iguaçu;5185475591;21/03/2023 16:53;22/03/2023 07:06;2;22/03/2023 11:51;28/03/2023 23:59;22/03/2023 17:34;22/03/2023 21:00;NZS;NZS;SEI;;Standard;EWX;1631348;;RJ;Em procedimento de retorno
1319111405684-01;Rio das Ostras;5193866493;22/03/2023 15:42;23/03/2023 09:41;2;23/03/2023 16:24;29/03/2023 23:59;24/03/2023 08:54;31/03/2023 09:21;MAE;MAE;SEI;;Standard;EWX;1680630;;RJ;Em procedimento de retorno
1319461406103-01;São José dos Campos;5197878191;23/03/2023 15:50;25/03/2023 15:53;2;27/03/2023 12:27;30/03/2023 23:59;27/03/2023 22:29;28/03/2023 16:29;SJP;SJP;SEI;;Standard;EWX;1636765;;SP;Em procedimento de retorno
1319321405880-01;Cordeiro;5197878237;24/03/2023 15:53;27/03/2023 15:40;2;28/03/2023 12:02;31/03/2023 23:59;29/03/2023 07:43;29/03/2023 15:18;CTG;CTG;SEI;;Standard;EWX;1640254;;RJ;Em procedimento de retorno
1319421406056-01;Guarulhos;5197878248;23/03/2023 15:51;25/03/2023 07:50;2;28/03/2023 10:33;30/03/2023 23:59;27/03/2023 16:39;29/03/2023 15:04;PVM;PVM;SEI;;Standard;EWX;1669022;;SP;Em procedimento de retorno
1319581406210-01;Cariacica;5201533627;24/03/2023 15:53;27/03/2023 11:13;2;28/03/2023 10:53;31/03/2023 23:59;28/03/2023 12:52;31/03/2023 11:51;PSE;PSE;SEI;;Standard;EWX;1632144;;ES;Em procedimento de retorno
1319351405929-01;Aparecida de Goiânia;5201533649;24/03/2023 15:53;27/03/2023 16:14;2;28/03/2023 17:32;31/03/2023 23:59;28/03/2023 19:22;30/03/2023 12:40;WAR;WAR;SEI;;Standard;EWX;1639671;;GO;Em procedimento de retorno
1319801406321-01;Itajaí;5207463799;28/03/2023 00:01;29/03/2023 17:53;2;03/04/2023 14:50;04/04/2023 23:59;01/04/2023 16:04;15/04/2023 10:35;JIT;JIT;SEI;;Standard;EWX;1635151;;SC;Em procedimento de retorno
1320411406748-01;Campo Largo;5207474898;28/03/2023 00:01;29/03/2023 14:12;2;30/03/2023 17:27;04/04/2023 23:59;30/03/2023 18:08;31/03/2023 20:57;CLO;CLO;SEI;;Standard;EWX;1674830;;PR;Em procedimento de retorno
1320351406661-01;Mariana;5207474956;28/03/2023 00:01;29/03/2023 13:00;2;31/03/2023 14:48;04/04/2023 23:59;31/03/2023 16:55;14/04/2023 16:20;OMG;OMG;SEI;;Standard;EWX;1660899;;MG;Em procedimento de retorno
1320301406621-01;Santos;5207474989;28/03/2023 00:01;29/03/2023 06:22;2;29/03/2023 12:50;04/04/2023 23:59;29/03/2023 13:20;29/03/2023 15:46;SNT;SNT;SEI;;Standard;EWX;1638252;;SP;Em procedimento de retorno
1320041406490-01;Nova Lima;5207475039;28/03/2023 00:01;29/03/2023 14:54;2;31/03/2023 11:28;04/04/2023 23:59;31/03/2023 18:31;11/04/2023 12:58;YMG;YMG;SEI;;Standard;EWX;1660899;;MG;Em procedimento de retorno
1319831406403-01;Jacareí;5207475062;28/03/2023 00:01;29/03/2023 08:21;2;29/03/2023 13:08;05/04/2023 23:59;29/03/2023 16:37;30/03/2023 16:30;SJP;SJP;SEI;;Standard;EWX;1638387;;SP;Em procedimento de retorno
1319811406362-01;Brasília;5207475084;28/03/2023 00:01;29/03/2023 15:10;2;30/03/2023 15:26;04/04/2023 23:59;30/03/2023 16:52;04/04/2023 15:01;BIA;BIA;SEI;;Standard;EWX;1647107;;DF;Em procedimento de retorno
1321111407353-01;Curitiba;5219646051;30/03/2023 16:02;01/04/2023 06:37;2;03/04/2023 14:40;06/04/2023 23:59;03/04/2023 20:08;04/04/2023 12:30;ZUC;ZUC;SEI;;Standard;EWX;1656836;;PR;Em procedimento de retorno
1321111407351-01;São Paulo;5219646084;30/03/2023 16:03;01/04/2023 07:45;2;01/04/2023 10:11;06/04/2023 23:59;01/04/2023 12:55;05/04/2023 12:12;GZS;GZS;SEI;;Standard;EWX;1653584;;SP;Em procedimento de retorno
